,Datetime,Tweet Id,Text,tweet_clean,no_emoji
824,2022-07-05 09:52:30+00:00,1544257907004526593,"tas rantai

https://t.co/j7GfDTe9MO

#nctdisband shohei #KimSeonHo SCBD
#FuturePerfect SHOUT OUT OUR JAEYUNIUS LYRI… https://t.co/n9x4m6Hlyd",SHOUT OUT OUR …,SHOUT OUT OUR …
825,2022-07-05 09:47:03+00:00,1544256533697011714,"Ohhh 😲 my God 🙆‍♂️ You need to see this video 🤦

#LoveIslandUK #viralpost #viraltrend #funny #typ #Viralnews… https://t.co/saTEC8LosY",😲 my God 🙆‍♂️ You need to see this video 🤦 funny …,astonished my God ok man You need to see this video person facepalming funny …
826,2022-07-05 09:46:18+00:00,1544256347314593795,"This show is absolutely amazing , I see a lot of infinity war parallels but the acting and visuals were insane #strangerthingsseason4","This show is absolutely amazing , I see a lot of infinity war but the acting and were insane strangerthingsseason4","This show is absolutely amazing , I see a lot of infinity war but the acting and were insane strangerthingsseason4"
827,2022-07-05 09:45:42+00:00,1544256196286242816,"It's true 
Erica ❤️❤️ #ericasinclair @Stranger_Things @priahferguson #StrangerThings #strangerthingsseason4… https://t.co/Gil940DvLF",It ' s true ❤️❤️ strangerthingsseason4 …,It ' s true heartheart strangerthingsseason4 …
828,2022-07-05 09:45:03+00:00,1544256029864648705,Bitcoin Professional Analysis BTC exact price prediction - Crypto Exact ... https://t.co/tP5GYuzZle via @YouTube… https://t.co/27BC8Jfc5v,Professional Analysis exact price prediction - Exact ... via …,Professional Analysis exact price prediction - Exact ... via …
829,2022-07-05 09:44:52+00:00,1544255984151003136,"The most punchable face in history 
#strangerthingsseason4 https://t.co/SDeuvhTOum",The most punchable face in history strangerthingsseason4,The most punchable face in history strangerthingsseason4
830,2022-07-05 09:44:31+00:00,1544255898276839427,This is serious #DNBP #accrafloods #LoveIslandUK #CBSEResult #yrkkh #RANBOOFELLOFF #FuturePerfect… https://t.co/yw7Dj6UKZm,This is serious …,This is serious …
831,2022-07-05 09:43:52+00:00,1544255732090294272,"Stranger Things Nancy and Jonathan ""Finding The Truth"" - Dead By Daylight
Model: roodedude &amp; kabalstein… https://t.co/9oN8AIbk34","Stranger Nancy and "" Finding The Truth "" - Dead By Daylight Model : & ; …","Stranger Nancy and "" Finding The Truth "" - Dead By Daylight Model : & ; …"
832,2022-07-05 09:43:49+00:00,1544255720354349059,"https://t.co/0v1hKR1sus 

 #July4 #4thOfJuly 
Remember the ABSOLUTE GENIUS WHO IS ""LEADING AMERICA"" RIGHT NOW &amp; HIS… https://t.co/Ft5i77W0a3","July4 4thOfJuly Remember the ABSOLUTE GENIUS WHO IS "" LEADING "" RIGHT NOW & ; HIS …","July4 4thOfJuly Remember the ABSOLUTE GENIUS WHO IS "" LEADING "" RIGHT NOW & ; HIS …"
833,2022-07-05 09:43:43+00:00,1544255694827704320,"Just finished watching the #strangerthingsseason4 finale.

never fails to leave me wanting more, cant wait for seas… https://t.co/hbqpts1tVF","Just finished watching the strangerthingsseason4 finale . never to leave me wanting more , cant wait for …","Just finished watching the strangerthingsseason4 finale . never to leave me wanting more , cant wait for …"
834,2022-07-05 09:42:38+00:00,1544255421602480128,"Mayorkun gbe me 16 rounds abeg😊😊😊😋😋🍆 , girl's out✌️ #shola #strangerthingsseason4 #sabinus https://t.co/XyI0mCYlFE","me 16 😊😊😊😋😋🍆 , girl ' s out ✌️ shola strangerthingsseason4","me 16 blushblushblushyumyumeggplant , girl ' s out victory hand selector shola strangerthingsseason4"
835,2022-07-05 09:41:46+00:00,1544255205298118657,"Pay the farmers or pay the pharmacy.

#RANBOOFELLOFF 
#FuturePerfect 
#strangerthingsseason4 https://t.co/QCOKS3tOpJ",Pay the or pay the pharmacy . strangerthingsseason4,Pay the or pay the pharmacy . strangerthingsseason4
836,2022-07-05 09:41:19+00:00,1544255092588675072,"Study table with storage space and a stool.

N85,000

#FuturePerfect #strangerthingsseason4 #MACFurniture #lagos https://t.co/LJkh68k3lK","Study table with storage space and a stool . N85 , 000 strangerthingsseason4","Study table with storage space and a stool . N85 , 000 strangerthingsseason4"
837,2022-07-05 09:40:48+00:00,1544254963836416001,"Stranger things y’all looking for another cast member with potential??? HMUUU😩 
#strangerthingsseason4",Stranger y ’ all looking for another cast member with potential ??? 😩 strangerthingsseason4,Stranger y ’ all looking for another cast member with potential ??? weary strangerthingsseason4
838,2022-07-05 09:39:29+00:00,1544254629223047168,@bod_republic Lol have you heard about @ibloov_official  definitely need to check it out it just launched today… https://t.co/LAWEqfMb5c,republic have you about official definitely need to check it out it just today …,republic have you about official definitely need to check it out it just today …
839,2022-07-05 09:38:42+00:00,1544254433017692161,If max was Somali #strangerthingsseason4 https://t.co/etqiVsU2Ia,If was strangerthingsseason4,If was strangerthingsseason4
840,2022-07-05 09:38:24+00:00,1544254357641863169,"Between the three, who mumu pass .

ASSU Cuppy Burna Otedola #AshewoSpace  #LoveIslandUK  #strangerthingsseason4… https://t.co/8qdSh1aHVS","Between the three , who pass . Cuppy strangerthingsseason4 …","Between the three , who pass . Cuppy strangerthingsseason4 …"
841,2022-07-05 09:38:14+00:00,1544254314981593089,That kate bush/stranger things mix tho #strangerthingsseason4,That bush / stranger mix tho strangerthingsseason4,That bush / stranger mix tho strangerthingsseason4
842,2022-07-05 09:37:06+00:00,1544254032008515586,rip eddie munson. you would’ve loved babymetal #strangerthingsseason4 https://t.co/jvaJPXcIxO,rip . you would ’ strangerthingsseason4,rip . you would ’ strangerthingsseason4
843,2022-07-05 09:36:45+00:00,1544253943613718529,"@globaltimesnews ""Life expectancy""🤭https://t.co/Eu8c5e1Zm0
🎞️https://t.co/jBTVZvhu7J
Dr David Matas – Investigator… https://t.co/3aSfiFkrxq",""" Life expectancy ""🤭 🎞️ – Investigator …",""" Life expectancy ""hand over mouth film frames selector – Investigator …"
844,2022-07-05 09:36:24+00:00,1544253856254771203,"I can’t thank the Duffer brothers enough for the way this very stupid person had to die, it was really satisfying.… https://t.co/H0Ergqge2P","I can ’ t thank the Duffer enough for the way this very stupid person had to die , it was really satisfying .…","I can ’ t thank the Duffer enough for the way this very stupid person had to die , it was really satisfying .…"
845,2022-07-05 09:36:17+00:00,1544253826944958465,"So, I don’t watch stranger things, I can’t get into it. But I’m seeing it everywhere, why is no one picking up the… https://t.co/blbctGwdeQ","So , I don ’ t watch stranger , I can ’ t get into it . But I ’ m seeing it everywhere , why is no one up the …","So , I don ’ t watch stranger , I can ’ t get into it . But I ’ m seeing it everywhere , why is no one up the …"
846,2022-07-05 09:35:55+00:00,1544253733235834881,"#strangerthingsseason4 love, love, love ❤
#EDDIEMUNSON must be redeemed 😭
@StrangerNews11 https://t.co/91Z2znhZLB","strangerthingsseason4 love , love , love ❤ must be 😭","strangerthingsseason4 love , love , love red heart must be sob"
847,2022-07-05 09:35:49+00:00,1544253709177487361,"The cinematography is so beautiful Erica, Eddie, Steve, Max, Nancy and Erica’s brother as they’re heading to that o… https://t.co/llgQxx1vHu","The cinematography is so beautiful , , , , Nancy and ’ s brother as they ’ re heading to that o …","The cinematography is so beautiful , , , , Nancy and ’ s brother as they ’ re heading to that o …"
848,2022-07-05 09:35:35+00:00,1544253647760117761,I think Mike 'Wheeler' became more of a Third 'Wheeler' This season. The dude didn't really do much(other than to B… https://t.co/WY88cm8AP8,I think Mike ' Wheeler ' more of a Third ' Wheeler ' This season . The dude ' t really do much ( other than to B …,I think Mike ' Wheeler ' more of a Third ' Wheeler ' This season . The dude ' t really do much ( other than to B …
849,2022-07-05 09:35:17+00:00,1544253573319507968,"U.S. governor signs crypto-friendly bill into law to ‘take advantage of booming tech’ -

#FuturePerfect… https://t.co/HjUrheltAl",U . S . governor - friendly bill into law to ‘ take advantage of booming tech ’ - …,U . S . governor - friendly bill into law to ‘ take advantage of booming tech ’ - …
850,2022-07-05 09:35:15+00:00,1544253565484531713,Okay but what the fork was that ending  #strangerthingsseason4 https://t.co/HwVgTMgDho,but what the fork was that ending strangerthingsseason4,but what the fork was that ending strangerthingsseason4
851,2022-07-05 09:34:19+00:00,1544253331786420224,I still can’t believe how our fav girl changed in season 4 and how she finally ended… 💔 #strangerthingsseason4… https://t.co/t1F7TSrzKR,I still can ’ t believe how our girl in season 4 and how she finally ended … 💔 strangerthingsseason4 …,I still can ’ t believe how our girl in season 4 and how she finally ended … broken heart strangerthingsseason4 …
852,2022-07-05 09:34:19+00:00,1544253328565358592,"I hate this show for ruining my mental health’s stability.

Also, screw you Duffer brothers for what you did with E… https://t.co/7P4GcArwGh","I hate this show for my mental health ’ s stability . Also , screw you Duffer for what you did with E …","I hate this show for my mental health ’ s stability . Also , screw you Duffer for what you did with E …"
853,2022-07-05 09:33:47+00:00,1544253195136159745,"butcher
#strangerthingsseason4 and #TheBoys melding meshing in my brain https://t.co/Mletzjnic0",butcher strangerthingsseason4 and in my brain,butcher strangerthingsseason4 and in my brain
854,2022-07-05 09:33:08+00:00,1544253030761111553,Can't wait! What an amazing season #strangerthingsseason4 Absolutely loved the final episode with so much going on… https://t.co/VnIINkoeRg,Can ' t wait ! What an amazing season strangerthingsseason4 Absolutely the final episode with so much going on …,Can ' t wait ! What an amazing season strangerthingsseason4 Absolutely the final episode with so much going on …
855,2022-07-05 09:32:28+00:00,1544252862967988224,"THIS IS MUSIC!!!
#IronMaiden #pieceofmind #Musica #strangerthingsseason4 #series https://t.co/sSDYLCFtym",THIS IS MUSIC !!! strangerthingsseason4 series,THIS IS MUSIC !!! strangerthingsseason4 series
856,2022-07-05 09:31:19+00:00,1544252577583435776,"Please help!!!
My brother's sick.
Usdt: TU9Fp7KzjEyRbQzFhd4gi1Dg5SWh9Leqqk Btc : bc1qk7hcsennneemac86jdh9mal0d8yf43… https://t.co/iHQNkbWzTw",Please help !!! My brother ' s sick . : TU9Fp7KzjEyRbQzFhd4gi1Dg5SWh9Leqqk : bc1qk7hcsennneemac86jdh9mal0d8yf43 …,Please help !!! My brother ' s sick . : TU9Fp7KzjEyRbQzFhd4gi1Dg5SWh9Leqqk : bc1qk7hcsennneemac86jdh9mal0d8yf43 …
857,2022-07-05 09:31:06+00:00,1544252520964521984,@netflix needs to give contract rights of Vecna to #DeadbyDaylight #strangerthingsseason4,needs to give contract of to strangerthingsseason4,needs to give contract of to strangerthingsseason4
858,2022-07-05 09:31:03+00:00,1544252508507619329,Here we go again!!! #strangerthingsseason4 https://t.co/m6AR0otwNi,Here we go again !!! strangerthingsseason4,Here we go again !!! strangerthingsseason4
859,2022-07-05 09:31:01+00:00,1544252499569385472,El for don hold her breath tire #StrangerThings #strangerthingsseason4 https://t.co/IEjdfS1n5G,El for don hold her breath tire strangerthingsseason4,El for don hold her breath tire strangerthingsseason4
860,2022-07-05 09:30:50+00:00,1544252453213847552,"Woke up to loads of notifs 👀

https://t.co/I3LqHJaMdq

#YouTube #strangerthingsseason4
#LoveIslandUK #CBSEResult… https://t.co/fHh2whW3DT",Woke up to of 👀 strangerthingsseason4 …,Woke up to of eyes strangerthingsseason4 …
861,2022-07-05 09:30:15+00:00,1544252308368011264,Who do you want Nancy with? #StrangerThings4 #strangerthingsseason4 #StrangerThings4Vol2 #StrangerThings5,Who do you want Nancy with ? StrangerThings4 strangerthingsseason4 StrangerThings4Vol2 StrangerThings5,Who do you want Nancy with ? StrangerThings4 strangerthingsseason4 StrangerThings4Vol2 StrangerThings5
862,2022-07-05 09:29:53+00:00,1544252215111700480,My latest album is out 🔥let’s check it out! https://t.co/dhd9hQA2kS #lm26records #LoveIslandUK… https://t.co/tuIBx2D2Rv,My latest album is out 🔥 let ’ s check it out ! lm26records …,My latest album is out fire let ’ s check it out ! lm26records …
863,2022-07-05 09:29:44+00:00,1544252176306163714,"season finale of ST4 is a whole movie. i need to talk to someone abt how i hate some parts of it. 

the best scene… https://t.co/yICqOG6QIm",season finale of ST4 is a whole movie . i need to talk to someone how i hate some of it . the best scene …,season finale of ST4 is a whole movie . i need to talk to someone how i hate some of it . the best scene …
864,2022-07-05 09:28:28+00:00,1544251858533105664,Won’t be surprised if @netflix  &amp; @Stranger_Things turn out to be more sinister than #Vecna by NOT killing him off… https://t.co/ug2XZvKYLo,Won ’ t be if & ; turn out to be more sinister than by NOT killing him off …,Won ’ t be if & ; turn out to be more sinister than by NOT killing him off …
865,2022-07-05 09:28:12+00:00,1544251789540737026,"The remix of Journey's ""Separate Ways"" that was made for #strangerthingsseason4  is absolutely incredible. I can't stop listening.","The remix of Journey ' s "" Separate Ways "" that was made for strangerthingsseason4 is absolutely incredible . I can ' t stop listening .","The remix of Journey ' s "" Separate Ways "" that was made for strangerthingsseason4 is absolutely incredible . I can ' t stop listening ."
866,2022-07-05 09:27:57+00:00,1544251727108620288,"#StrangerThings #strangerthingsseason4 
Nancy: “I don’t know, Steve’s grown up ya know?”

Jonathan: “…yeah…”

Me: https://t.co/Kvv7SKDknx","strangerthingsseason4 Nancy : “ I don ’ t know , ’ s grown up ya know ?” : “… yeah …” Me :","strangerthingsseason4 Nancy : “ I don ’ t know , ’ s grown up ya know ?” : “… yeah …” Me :"
867,2022-07-05 09:27:05+00:00,1544251508144738304,Every one has that memory that make them sad and also ANGRY. #strangerthingsseason4,Every one that memory that make them sad and also ANGRY . strangerthingsseason4,Every one that memory that make them sad and also ANGRY . strangerthingsseason4
868,2022-07-05 09:25:45+00:00,1544251175930830848,Must be the new look... #strangerthingsseason4 https://t.co/spz47nyWew,Must be the new look ... strangerthingsseason4,Must be the new look ... strangerthingsseason4
869,2022-07-05 09:24:35+00:00,1544250879003332609,"I screamed YES! #strangerthingsseason4 
https://t.co/Pv8p05WcNQ https://t.co/QsBPb2karl",I YES ! strangerthingsseason4,I YES ! strangerthingsseason4
870,2022-07-05 09:23:13+00:00,1544250536760860672,Wow its lovely #RANBOOFELLOFF #FuturePerfect #strangerthingsseason4 #4THJULY #حساب_المواطن #AshewoSpace #4thOfJuly… https://t.co/bkIEB2B8xE,Wow its lovely strangerthingsseason4 4THJULY 4thOfJuly …,Wow its lovely strangerthingsseason4 4THJULY 4thOfJuly …
